nama_jalan;kecamatan;kelurahan;lat_centroid;lng_centroid;fungsi_jalan;panjang_m;lebar_m;competitor_cafe;competitor_fnb;competitor_laundry;competitor_gym;competitor_fashion;competitor_stationery;competitor_carwash;competitor_photostudio;competitor_barbershop;competitor_salon;competitor_bengkel;competitor_elektronik;demand_university;demand_college;demand_school;demand_office;demand_mall;demand_hospital;transit_bus_stop;transit_bus_station;transit_train_station;transit_public_transport;total_poi_asli;bobot_fungsi;traffic_score;transit_score;total_poi_imputed;total_poi;density_cafe;log_traffic;ratio_bengkel;poi_akademik;poi_komersial;poi_score_cafe;comp_ratio_cafe;poi_score_laundry;comp_ratio_laundry;poi_score_stationery;comp_ratio_stationery;poi_score_photostudio;comp_ratio_photostudio;poi_score_barbershop;comp_ratio_barbershop;poi_score_fnb;comp_ratio_fnb;poi_score_gym;comp_ratio_gym;poi_score_salon;comp_ratio_salon;poi_score_elektronik;comp_ratio_elektronik;poi_score_fashion;comp_ratio_fashion;poi_score_bengkel;comp_ratio_bengkel;poi_score_carwash;comp_ratio_carwash;total_competitor
Jl. Puspanjolo Timur;Semarang Barat;Bojongsalaman;-6,984607579;110,4009924;Arteri Sekunder;740,73;3;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;3;8,805010755;2,772588722;16;13,28757947;2,700039151;8,805010755;0,00014998;0,693147181;2,772588722;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;1,386294361;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;1,386294361;6,356107661
Jl. Puspogiwang;Semarang Barat;Gisikdrono;-6,985716004;110,3870317;Lokal Primer;386,11;4;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7,343063938;0;1;0,693147181;0;7,343063938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Puspogiwang Barat;Semarang Barat;Gisikdrono;-6,985390549;110,3899045;Kolektor Sekunder;492,28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,991145633;0;0;0;0;7,991145633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Puspogiwang Timur;Semarang Barat;Gisikdrono;-6,985373088;110,3900319;Lokal Primer;496,53;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7,594441633;0;0;0;0;7,594441633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Pusponjolo Barat 14;Semarang Barat;Bojongsalaman;-6,984433102;110,3966598;Kolektor Sekunder;846,9;3,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,687661441;2,772588722;18;15,24923797;1,180776951;8,687661441;0,000168654;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Puspowarno;Semarang Barat;Salaman Mloyo;-6,985729442;110,3953297;Kolektor Sekunder;961,51;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,948076502;2,772588722;18;15,24923797;1,040030785;8,948076502;0,000129987;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Puspowarno 1;Semarang Barat;Salaman Mloyo;-6,98271954;110,3943695;Kolektor Sekunder;256,24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,626043752;0;0;0;0;7,626043752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Puspowarno Selatan;Semarang Barat;Salaman Mloyo;-6,986488164;110,3916631;Kolektor Sekunder;980,57;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,680063459;2,772588722;18;15,24923797;1,019815006;8,680063459;0,00016994;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Puspowarno Selatan 3;Semarang Barat;Bojongsalaman;-6,988803655;110,395956;Kolektor Sekunder;473,43;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,952115514;0;0;0;0;7,952115514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Puspowarno Tengah;Semarang Barat;Salaman Mloyo;-6,985125576;110,392722;Kolektor Sekunder;684,05;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,830762285;2,772588722;18;15,24923797;1,461881441;8,830762285;0,000146167;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Puspowarno Tengah 1;Semarang Barat;Salaman Mloyo;-6,983499962;110,391703;Kolektor Sekunder;358,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,961718816;0;0;0;0;7,961718816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Puspowarno Tengah 2;Semarang Barat;Salaman Mloyo;-6,984996592;110,3917994;Kolektor Sekunder;336,85;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,899450285;0;0;0;0;7,899450285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Ronggolawe;Semarang Barat;Gisikdrono;-6,981041345;110,3892538;Kolektor Sekunder;493,2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,280609728;0;0;0;0;8,280609728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Ronggolawe Selatan;Semarang Barat;Gisikdrono;-6,982795644;110,3880633;Kolektor Sekunder;334,59;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;2;8,298061581;2,772588722;19;15,65470308;2,988732479;8,298061581;0,000248999;0,693147181;3,988984047;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;3,988984047;0,818767782;8,317766167
Jl. Ronggolawe Timur;Semarang Barat;Karang Ayu;-6,981101725;110,3894994;Lokal Primer;465,69;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;1;7,530351232;0;1;0,693147181;0;7,530351232;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Rorojonggrang;Semarang Barat;Manyaran;-7,008667271;110,3808886;Kolektor Sekunder;693,42;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,026662696;2,772588722;18;15,24923797;1,442127426;9,026662696;0,000120163;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Rorojonggrang 1;Semarang Barat;Manyaran;-7,005390293;110,3807038;Kolektor Sekunder;638,53;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,944205809;2,772588722;18;15,24923797;1,566097129;8,944205809;0,000130491;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sawojajar;Semarang Barat;Krobokan;-6,978097383;110,3978577;Lokal Primer;708,97;4;0;1,098612289;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;7,950460136;0;3;1,791759469;0;7,950460136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,791759469
Jl. Semarang Indah Blok D-E;Semarang Barat;Tawangmas;-6,967629468;110,3980572;Kolektor Sekunder;386,5;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,442254105;2,772588722;18;15,24923797;2,587322122;8,442254105;0,000215564;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Semarang Indah Blok D-V;Semarang Barat;Tawangmas;-6,969282611;110,3978006;Kolektor Sekunder;427,96;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,361848466;2,772588722;18;15,24923797;2,336666978;8,361848466;0,000233612;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Semarang Indah Blok-C;Semarang Barat;Tawangmas;-6,96784551;110,3947291;Kolektor Sekunder;381,23;5;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0,693147181;0;0;0;0;0;0;2;2;8,246250235;0;2;1,386294361;0;8,246250235;0;0;2,079441542;0;0;0;0;0;0;0;0;0;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0,693147181
Jl. Simongan;Semarang Barat;Ngemplaksimongan;-7,001702181;110,393419;Arteri Sekunder;2408,79;13;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;1,098612289;0,693147181;0,693147181;0;0,693147181;3;3;11,45045212;2,772588722;17;13,69304457;0,830292387;11,45045212;1,06447E-05;0,693147181;3,17805383;0,693147181;0,853782987;0,693147181;1,058242006;0,693147181;1,791759469;0,693147181;1,791759469;0,693147181;1,058242006;3,17805383;1,058242006;3,17805383;1,791759469;3,17805383;1,058242006;3,17805383;1,058242006;3,17805383;0,853782987;3,17805383;1,058242006;3,17805383;1,791759469;6,356107661
Jl. Simongan Ringin Telu;Semarang Barat;Manyaran;-7,012495188;110,385777;Kolektor Sekunder;978,98;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,678440913;2,772588722;18;15,24923797;1,021471327;8,678440913;0,000170216;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sri Kuncoro 3;Semarang Barat;Kalibanteng Kulon;-6,98660885;110,3804822;Kolektor Sekunder;615,74;3,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;1,098612289;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;3;2;8,368966928;2,772588722;19;15,65470308;1,624062104;8,368966928;0,000231955;1,098612289;2,772588722;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;1,058242006;1,098612289;1,058242006;2,772588722;1,058242006;2,772588722;1,058242006;2,772588722;1,058242006;2,772588722;1,058242006;2,772588722;1,058242006;2,772588722;1,058242006;2,772588722;1,058242006;8,317766167
Jl. Sri Kuncoro Utara 3;Semarang Barat;Kalibanteng Kulon;-6,986386179;110,3803466;Kolektor Sekunder;195,8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0,693147181;0;0;0,693147181;3;2;7,580189418;1,386294361;3;3,465735903;0;7,580189418;0;0;2,079441542;0;0;0;0;0;0;0;0;0;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0
Jl. Sri Rejeki;Semarang Barat;Gisikdrono;-6,994941374;110,3826881;Kolektor Sekunder;581,84;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;1;2;8,158241372;0;1;0,693147181;0;8,158241372;0;0;2,079441542;0;0;0;0;0;0;0;0;0;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0
Jl. Sri Rejeki 1;Semarang Barat;Kalibanteng Kidul;-6,991949038;110,3827902;Kolektor Sekunder;361,62;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;2;7,970381085;0;1;0,693147181;0;7,970381085;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
Jl. Sri Rejeki Dalam;Semarang Barat;Kalibanteng Kidul;-6,995251262;110,3816308;Kolektor Sekunder;687,24;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,612306988;2,772588722;18;15,24923797;1,455095745;8,612306988;0,000181854;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sri Rejeki Utara;Semarang Barat;Kalibanteng Kidul;-6,987909391;110,3840295;Kolektor Sekunder;324,65;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;7,862574177;0;1;0,693147181;0;7,862574177;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Srinindito;Semarang Barat;Ngemplaksimongan;-6,999571654;110,391548;Kolektor Sekunder;499,22;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,698120443;2,772588722;18;15,24923797;2,003124875;8,698120443;0,000166899;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Srinindito Selatan;Semarang Barat;Ngemplaksimongan;-7,002012731;110,3928696;Kolektor Sekunder;221,95;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,194962239;0;0;0;0;7,194962239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sriwibowo;Semarang Barat;Kembangarum;-6,988718052;110,3692587;Kolektor Sekunder;277,96;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0,693147181;2;2;7,707368364;1,386294361;2;2,772588722;0;7,707368364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Subali;Semarang Barat;Krapyak;-6,985700652;110,3678325;Kolektor Primer;785,45;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;1,098612289;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;3;9,151269542;2,772588722;7;7,336936914;0;9,151269542;0;0,693147181;3,988984047;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;3,988984047;1,386294361;0
Jl. Taman Condro Kusumo;Semarang Barat;Bongsari;-6,994501704;110,3948284;Lokal Primer;378,72;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7,190314251;0;0;0;0;7,190314251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tri Tunggal;Semarang Barat;Tawangmas;-6,966425225;110,3961889;Kolektor Sekunder;653,71;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,967697947;2,772588722;18;15,24923797;1,529730309;8,967697947;0,000127461;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. W. R. Supratman;Semarang Barat;Gisikdrono;-6,994833143;110,3888428;Arteri Sekunder;2124,54;10;1,098612289;0,693147181;0,693147181;0;1,098612289;0;0;0;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;3;11,06252366;2,772588722;16;13,28757947;0,941380252;11,06252366;1,56894E-05;0,693147181;2,772588722;0,693147181;0,660576691;0,693147181;0,818767782;0,693147181;1,386294361;0,693147181;1,386294361;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;1,386294361;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;1,386294361;6,356107661
Jl. Wologito Tengah;Semarang Barat;Kembangarum;-6,994627379;110,3768941;Kolektor Sekunder;458,82;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,92078063;0;0;0;0;7,92078063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Amarta;Mijen;Tambangan;-7,084011972;110,3160975;Kolektor Sekunder;1617,79;3,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,386294361;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;9,334814748;2,772588722;20;15,94238515;0,618127198;9,334814748;8,82961E-05;0,693147181;4,852030264;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;8,317766167
Jl. Arjuna Semanding;Mijen;Wonolopo;-7,050483456;110,3124325;Lokal Primer;1153,43;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8,149396631;0;0;0;0;8,149396631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bandung Sari;Mijen;Mijen;-7,067997415;110,3232497;Kolektor Sekunder;2728,45;3,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,386294361;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,857451467;2,772588722;20;15,94238515;0,366508457;9,857451467;5,23556E-05;0,693147181;4,852030264;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;8,317766167
Jl. Banjarsari;Mijen;Wonoplumbon;-7,021439925;110,2868594;Kolektor Sekunder;774,24;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,386294361;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,73148488;2,772588722;20;15,94238515;1,291589171;8,73148488;0,000161423;0,693147181;4,852030264;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;8,317766167
Jl. Bentur;Mijen;Mijen;-7,083338992;110,3381291;Lokal Primer;905,68;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7,907666311;0;0;0;0;7,907666311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bubakan Kliris;Mijen;Bubakan;-7,098372709;110,3176177;Kolektor Sekunder;1624,08;3,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;1,386294361;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;9,338694888;2,772588722;20;15,94238515;0,615733215;9,338694888;8,79542E-05;0,693147181;4,852030264;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;4,852030264;0,818767782;8,317766167
